sleep_duration,sleep_quality,physical_activity,stress_level,heart_rate,daily_steps,wellness_trend
7.4,7,24,2,76,5206,Improving
7.8,6,26,3,78,6293,Improving
7.3,6,77,6,79,9380,Improving
7.3,7,86,8,77,10967,Improving
8.3,6,66,7,78,8125,Improving
5.9,7,76,8,76,8839,Stable
5.5,3,23,10,88,3176,Declining
7.4,6,53,8,87,7393,Stable
6.6,6,25,4,78,6154,Stable
7.9,9,62,5,75,7239,Improving
5.5,10,50,4,83,7353,Improving
6.9,4,48,1,67,7523,Improving
6.6,4,14,5,80,4655,Declining
6.3,7,55,3,82,9666,Improving
6.0,4,25,1,66,5610,Stable
5.0,6,50,7,84,5939,Declining
7.8,4,20,5,81,4360,Stable
7.0,8,37,9,78,6180,Stable
5.7,8,46,6,78,7076,Stable
7.5,2,58,5,82,7260,Stable
7.4,4,44,1,76,6693,Improving
7.5,7,41,9,79,5970,Stable
6.5,8,55,10,86,8063,Declining
5.4,7,30,2,82,6306,Stable
6.9,6,28,6,81,5632,Stable
7.0,9,10,4,74,4464,Improving
7.1,7,10,6,84,3078,Stable
6.6,6,80,9,76,8605,Stable
6.1,3,39,6,79,5506,Declining
8.2,7,57,6,76,8227,Improving
8.4,6,67,10,76,8417,Stable
8.2,5,81,7,84,9213,Improving
4.5,6,18,2,87,2957,Declining
6.8,8,22,9,86,3758,Declining
8.0,6,26,7,81,6782,Stable
6.2,7,43,9,80,5881,Declining
8.2,4,90,10,77,9595,Stable
7.3,9,44,1,75,8726,Improving
6.7,6,36,8,84,6725,Declining
7.1,2,24,4,74,3570,Declining
8.2,1,31,1,70,5032,Stable
5.5,4,54,4,80,5312,Declining
5.2,6,10,2,85,5340,Declining
6.7,7,33,8,92,6923,Declining
8.5,8,46,4,72,7305,Improving
6.7,7,35,10,86,5672,Declining
7.4,4,36,6,82,5447,Stable
7.8,5,65,9,86,9429,Stable
6.6,5,36,6,79,6868,Declining
5.5,3,10,10,90,3121,Declining
6.3,6,56,7,81,6702,Stable
6.9,6,42,9,80,5750,Declining
8.6,4,68,5,70,9349,Improving
7.3,3,69,6,75,8833,Stable
7.9,4,18,2,65,6508,Improving
8.9,5,91,5,76,12024,Improving
6.4,4,27,6,87,5023,Declining
6.9,4,56,5,76,8237,Stable
5.4,5,39,4,81,5942,Declining
6.6,8,44,3,74,8216,Improving
5.4,8,60,8,93,8312,Stable
6.4,6,35,1,75,6282,Improving
7.4,5,55,8,81,6657,Stable
7.5,7,68,1,65,9767,Improving
7.1,7,41,10,82,6048,Declining
7.6,5,38,7,78,5667,Stable
8.3,7,55,9,89,6314,Stable
7.3,6,70,8,74,8572,Stable
8.0,5,54,7,83,7400,Stable
6.2,4,13,5,93,3731,Declining
5.5,9,14,7,90,5891,Declining
5.7,8,38,6,83,7751,Stable
6.1,7,48,5,84,7288,Stable
6.6,4,32,3,74,4717,Stable
7.7,9,88,4,77,11687,Improving
5.5,9,67,6,78,9236,Improving
7.6,6,58,6,84,7136,Improving
5.4,6,35,2,73,5574,Stable
6.8,1,54,8,87,6101,Declining
5.6,7,37,6,84,4545,Declining
5.2,3,26,7,83,3219,Declining
6.0,5,44,2,70,6380,Stable
5.9,6,36,5,80,6459,Stable
6.4,8,56,8,84,7310,Stable
5.3,2,65,6,78,6883,Declining
7.3,1,48,5,81,6093,Declining
5.1,4,34,2,77,7381,Declining
7.7,5,44,6,83,6312,Stable
6.5,7,45,6,86,6933,Stable
8.9,6,22,4,76,4728,Improving
5.7,6,51,6,83,10629,Stable
6.1,7,24,6,82,6226,Declining
7.4,7,64,3,66,9387,Improving
6.7,6,55,7,82,6937,Stable
8.2,5,26,3,74,6308,Improving
5.3,4,56,2,74,8374,Stable
6.4,7,17,1,77,6513,Improving
8.3,6,77,9,83,8742,Improving
7.4,5,24,3,77,5017,Stable
8.5,6,15,4,77,5596,Improving
6.8,9,88,7,81,10235,Improving
7.7,9,21,9,82,3977,Stable
8.1,6,19,5,76,4720,Stable
7.0,8,47,1,72,8826,Improving
6.1,5,34,9,81,4503,Declining
5.8,6,39,6,75,5441,Declining
7.2,5,63,2,68,4986,Improving
6.0,8,80,6,75,8198,Improving
6.8,7,20,9,89,4744,Declining
6.8,7,36,5,82,6623,Stable
7.0,6,52,6,72,6066,Stable
7.0,6,39,4,74,4928,Improving
7.0,6,36,4,76,6198,Stable
6.7,7,59,7,78,9554,Stable
5.9,8,31,1,77,6324,Improving
4.5,3,48,3,77,7036,Declining
6.9,7,43,10,85,7249,Declining
6.2,5,42,6,79,5770,Declining
6.2,6,52,8,86,6395,Declining
8.5,8,67,6,67,7331,Improving
6.3,5,68,3,74,8145,Improving
5.6,3,54,1,77,7972,Stable
5.4,8,45,3,72,6210,Improving
6.5,6,90,7,82,11160,Improving
7.1,8,34,9,80,5326,Stable
7.9,5,40,6,78,6031,Stable
6.2,7,39,7,81,6563,Stable
4.7,2,44,6,87,6638,Declining
7.6,6,49,6,79,5614,Improving
7.3,5,56,4,72,7236,Improving
6.2,6,49,4,77,7958,Stable
6.5,5,83,6,76,8055,Stable
6.4,3,36,7,91,4540,Declining
5.4,3,54,8,74,7452,Declining
6.9,2,46,6,78,5099,Declining
4.5,5,46,8,91,5550,Declining
5.2,8,46,10,80,7279,Declining
7.9,3,10,1,75,4420,Stable
5.9,4,31,7,87,4842,Declining
7.7,5,46,8,81,7710,Stable
6.1,5,12,3,72,3636,Declining
5.0,5,43,7,81,6362,Declining
7.2,7,28,5,81,5336,Stable
6.6,4,63,10,83,6868,Declining
6.0,8,46,5,74,7757,Stable
7.5,6,49,7,85,7064,Stable
4.5,7,53,7,81,6898,Declining
4.9,5,29,5,80,5829,Declining
7.1,3,34,6,80,4963,Declining
6.7,10,54,3,74,8298,Improving
7.8,9,48,9,86,7975,Improving
7.1,7,57,4,87,7743,Improving
7.1,8,53,2,72,9210,Improving
6.9,7,39,6,84,7446,Stable
7.7,8,43,1,74,6752,Improving
7.1,6,69,5,80,8102,Improving
6.4,6,54,2,73,9053,Improving
8.0,5,34,8,83,5165,Stable
6.3,9,65,6,77,8430,Improving
6.4,8,26,2,79,5826,Improving
7.3,9,30,4,73,8437,Improving
8.7,5,58,3,69,7474,Improving
6.4,5,46,10,90,6803,Declining
6.1,4,50,10,81,6834,Declining
5.7,7,41,6,81,5676,Stable
6.4,7,23,6,79,4949,Stable
6.8,5,72,6,83,8488,Stable
5.6,6,40,5,84,6093,Declining
6.9,5,49,6,87,6431,Stable
6.4,5,34,6,78,5045,Declining
6.0,9,68,5,74,10038,Improving
5.5,8,61,8,87,9466,Stable
6.4,9,57,4,71,9373,Improving
7.4,3,10,7,79,3150,Declining
5.8,8,10,5,78,4901,Declining
8.0,5,39,6,75,6891,Stable
9.0,6,10,6,75,3990,Stable
8.3,4,90,5,72,11350,Improving
5.1,5,14,4,78,4110,Declining
6.3,6,52,2,68,8311,Improving
5.7,5,23,2,74,5355,Stable
7.5,7,10,4,84,5621,Stable
6.3,6,32,6,77,5048,Declining
7.7,5,38,10,82,4970,Declining
7.8,5,69,9,85,10499,Stable
6.7,3,54,9,83,6384,Declining
6.8,6,53,2,72,8311,Improving
5.7,6,10,6,76,3526,Declining
4.5,5,33,4,88,6599,Declining
5.8,5,70,9,83,7568,Declining
5.0,7,32,7,87,5916,Declining
5.4,10,32,4,77,7279,Improving
7.5,7,68,9,81,11123,Stable
7.0,5,66,4,77,7691,Improving
6.2,7,29,8,84,4918,Declining
7.8,5,39,10,88,5684,Declining
6.9,4,52,3,77,5823,Stable
6.5,7,41,5,83,6202,Stable
8.0,8,45,3,80,7939,Improving
5.9,5,34,10,91,5195,Declining
5.8,7,49,10,88,6610,Declining
6.7,7,46,5,82,8181,Improving
6.8,4,56,3,78,6882,Improving
6.3,9,34,5,78,6377,Improving
6.4,2,43,6,79,5709,Declining
6.7,9,51,8,75,7915,Stable
6.1,8,17,6,80,5266,Stable
5.7,5,41,9,89,5381,Declining
5.7,4,80,6,79,9810,Stable
6.8,7,64,9,84,7823,Stable
5.4,7,67,3,76,9219,Improving
5.4,7,10,6,88,3305,Declining
6.4,9,79,5,73,8098,Improving
6.1,7,31,4,76,5486,Stable
6.8,4,51,8,87,7080,Declining
5.3,6,91,7,71,9680,Stable
7.5,7,79,6,69,11345,Improving
7.3,6,48,5,78,6497,Improving
6.2,6,31,4,78,5783,Stable
6.4,7,25,2,73,6363,Improving
6.7,9,69,7,76,9175,Improving
4.5,4,50,9,80,6577,Declining
7.3,5,10,2,71,3685,Stable
5.5,5,24,6,79,4552,Declining
5.7,6,58,6,83,8232,Stable
5.3,4,58,5,82,8261,Declining
6.5,6,10,4,83,3474,Stable
4.7,6,42,7,83,6527,Declining
6.4,5,67,8,81,7282,Declining
9.0,9,10,6,82,2437,Improving
9.0,7,10,6,74,4383,Improving
7.1,5,34,8,85,6097,Declining
7.6,6,80,3,83,3922,Improving
6.7,5,30,2,76,4651,Stable
7.0,5,66,1,70,8720,Improving
7.2,3,47,5,71,6725,Stable
7.3,8,10,10,83,4316,Declining
7.1,5,71,7,82,9958,Stable
8.6,5,47,9,87,6182,Stable
7.6,4,42,7,87,4525,Stable
5.3,3,36,10,82,4025,Declining
5.9,8,56,6,88,8312,Stable
6.8,4,39,4,81,5664,Stable
6.7,5,52,5,77,7749,Stable
5.8,5,68,10,80,7445,Declining
6.8,4,27,3,76,4932,Stable
4.5,6,105,7,71,11445,Stable
6.8,10,39,3,66,6031,Improving
6.0,5,73,8,84,8104,Declining
6.2,3,68,7,77,6277,Declining
9.0,7,17,4,76,4722,Improving
6.8,5,18,6,84,2573,Declining
5.4,6,22,9,88,5151,Declining
7.5,7,34,6,85,6213,Stable
6.6,7,63,8,77,7347,Stable
5.4,1,45,5,84,6389,Declining
7.2,8,43,5,77,7292,Improving
7.8,4,16,2,73,4414,Stable
7.0,6,27,5,75,7238,Stable
7.2,6,71,6,75,7669,Improving
5.7,8,51,4,76,9254,Improving
6.4,8,37,5,81,7345,Stable
5.7,10,43,5,78,6814,Improving
5.8,5,10,2,79,4539,Declining
8.6,4,54,2,74,7118,Improving
6.7,7,57,5,75,8174,Improving
6.2,9,11,10,88,3898,Declining
7.9,8,55,1,71,9645,Improving
6.5,6,62,4,76,10292,Improving
6.2,6,33,5,78,5708,Stable
7.9,7,52,6,80,9002,Improving
5.9,6,20,6,80,4906,Declining
6.7,8,37,6,82,6925,Stable
7.7,2,36,3,73,6184,Stable
7.2,8,59,7,78,8923,Improving
5.4,4,78,6,79,9967,Declining
4.8,7,32,7,93,10464,Declining
4.9,2,48,4,84,6747,Declining
4.5,4,27,6,79,4649,Declining
6.4,7,26,2,74,5716,Improving
6.1,4,46,6,83,6562,Declining
5.4,5,33,8,84,6008,Declining
7.1,9,43,7,81,9664,Improving
7.2,7,28,5,77,6978,Stable
7.0,8,44,9,80,5224,Stable
7.8,6,28,6,77,6822,Stable
8.5,5,78,3,68,9248,Improving
6.0,3,19,7,84,4491,Declining
6.5,6,49,4,79,8890,Stable
6.7,2,40,8,85,4938,Declining
7.7,7,40,6,77,6060,Improving
6.0,5,41,4,74,6060,Stable
6.1,5,36,7,93,6790,Declining
4.5,4,67,4,78,8952,Declining
7.5,4,32,6,83,5497,Stable
8.6,5,29,5,73,5589,Improving
8.3,6,39,8,81,6111,Stable
4.6,6,36,6,88,5955,Declining
5.6,7,63,10,88,8213,Declining
6.3,5,30,3,66,4153,Stable
4.7,3,45,4,86,6796,Declining
5.6,6,46,6,85,7977,Declining
5.5,4,10,5,80,2559,Declining
6.4,7,54,9,90,7889,Declining
6.0,5,39,4,79,7391,Stable
7.1,1,78,6,82,7115,Stable
6.8,2,25,5,84,4373,Declining
6.5,3,63,4,76,8851,Stable
5.7,3,25,9,85,2916,Declining
6.4,6,27,4,84,5981,Stable
9.0,6,33,4,72,5693,Improving
8.5,6,46,7,75,6551,Improving
7.7,4,33,5,72,4562,Stable
6.7,5,41,9,87,7864,Declining
4.6,8,54,7,85,7590,Declining
6.0,7,58,5,77,9037,Stable
6.6,6,19,4,76,4515,Stable
5.9,6,47,4,77,7263,Stable
6.4,5,31,4,80,6171,Stable
6.2,6,69,6,81,8418,Stable
6.3,6,55,5,80,7093,Stable
8.9,4,56,8,72,7513,Stable
7.8,4,24,7,81,4056,Declining
5.2,6,62,3,71,7189,Stable
6.7,4,53,6,83,7022,Stable
7.3,5,54,2,72,5661,Improving
8.4,5,38,7,83,4441,Stable
5.8,7,55,5,76,9242,Stable
4.9,5,59,5,80,6920,Declining
7.5,6,52,6,78,6427,Improving
4.8,4,34,8,90,5336,Declining
7.4,9,71,8,76,7709,Improving
5.8,5,94,7,77,8768,Stable
6.2,5,60,4,73,7017,Stable
4.5,5,16,6,90,3871,Declining
8.4,9,27,7,79,5012,Improving
5.7,4,51,4,88,7196,Stable
6.6,4,10,2,83,2925,Stable
6.6,6,60,4,81,9244,Improving
7.1,6,49,8,78,7793,Stable
5.8,7,44,6,79,6378,Stable
8.5,8,21,7,86,11199,Improving
6.4,8,56,5,88,2577,Improving
4.5,6,57,5,80,7100,Declining
6.7,7,33,9,91,7539,Declining
9.0,6,26,6,75,3133,Improving
6.1,3,60,3,74,7167,Stable
4.5,7,88,2,72,12324,Improving
6.2,8,31,2,78,6469,Improving
6.2,6,30,9,88,4795,Declining
5.2,3,46,5,81,5895,Declining
7.5,8,75,6,82,11361,Improving
9.0,8,15,7,88,4210,Improving
5.2,5,85,4,76,10112,Stable
7.8,6,67,6,76,8419,Improving
5.9,8,55,5,81,8364,Improving
8.0,4,68,7,80,8026,Stable
8.4,5,72,9,83,8879,Stable
5.7,8,25,4,78,7858,Stable
6.4,10,51,5,79,7755,Improving
6.1,5,72,7,77,9090,Stable
8.4,10,10,8,85,4584,Improving
7.6,6,23,5,78,5863,Stable
8.3,5,37,2,72,7304,Improving
5.5,10,45,6,82,8502,Stable
8.1,7,44,1,69,7820,Improving
6.2,5,34,7,85,5110,Declining
6.0,10,53,2,77,8772,Improving
6.6,9,69,6,79,9575,Improving
4.5,6,80,3,85,11494,Stable
6.7,4,73,2,68,9930,Improving
6.9,5,50,7,81,6239,Stable
5.2,4,34,7,86,6427,Declining
6.7,6,79,2,74,10551,Improving
7.4,7,41,8,81,5298,Stable
5.6,6,42,10,84,6507,Declining
6.7,7,33,6,83,5961,Stable
6.2,5,40,3,76,6298,Stable
7.0,5,35,4,81,3851,Stable
4.9,7,30,9,93,5737,Declining
7.6,8,56,3,70,10118,Improving
6.6,6,64,4,74,8851,Improving
5.1,4,57,6,77,6840,Declining
7.2,5,48,4,78,6344,Improving
6.5,7,41,8,84,5195,Declining
5.6,7,43,3,76,7919,Stable
7.9,3,83,3,74,10466,Improving
8.2,4,43,3,75,6474,Improving
4.8,6,42,6,79,8101,Declining
7.3,6,60,7,80,8808,Stable
6.7,8,39,4,75,6800,Improving
7.0,6,57,5,76,8856,Improving
6.5,5,61,7,81,7626,Stable
6.7,5,63,4,74,8467,Improving
4.8,1,54,6,83,5877,Declining
7.0,7,67,5,72,9470,Improving
7.5,6,73,5,75,9500,Improving
7.3,4,26,8,79,2898,Declining
6.4,6,43,3,78,7015,Improving
6.4,6,69,9,81,8997,Declining
4.5,5,58,4,76,8284,Declining
7.1,4,33,6,82,5590,Declining
7.2,4,49,6,83,7383,Stable
8.2,4,44,7,83,4727,Stable
6.3,3,54,8,85,6405,Declining
4.5,7,29,6,82,5896,Declining
6.0,6,42,1,84,6579,Improving
6.8,3,62,2,67,7614,Improving
6.9,9,42,1,70,5691,Improving
7.9,3,57,5,75,7335,Stable
6.5,6,43,5,80,7714,Stable
5.8,6,36,7,80,5661,Declining
7.5,7,45,5,84,8083,Improving
6.3,5,37,8,95,5594,Declining
6.6,6,34,3,72,8778,Stable
5.3,6,26,2,69,5704,Stable
5.0,9,68,5,77,10935,Improving
7.3,8,17,3,85,4832,Improving
5.8,6,39,4,79,5919,Stable
6.3,4,43,9,85,5174,Declining
6.5,8,23,6,82,5795,Stable
6.5,8,62,5,68,9250,Improving
7.2,5,31,6,88,6140,Stable
7.1,7,40,2,67,7853,Improving
7.3,4,45,1,74,6551,Improving
5.8,8,10,5,86,2761,Declining
6.9,7,89,6,75,10581,Improving
6.4,1,12,7,83,4077,Declining
8.0,3,37,9,80,5735,Declining
5.0,6,85,3,72,10804,Improving
6.4,6,30,4,78,6593,Stable
5.5,10,62,6,71,8891,Improving
6.7,5,23,9,86,4269,Declining
6.4,4,48,8,78,6236,Declining
4.7,7,62,6,83,8955,Declining
6.6,5,38,5,74,7781,Stable
6.8,8,97,7,77,11496,Improving
5.8,6,33,6,84,6050,Declining
7.9,5,48,5,77,7393,Improving
6.3,6,45,6,81,7306,Stable
5.5,8,51,5,76,7799,Stable
7.5,6,36,7,77,5175,Stable
5.8,8,37,6,85,5979,Stable
6.9,6,92,9,80,9991,Stable
5.4,3,36,9,89,4265,Declining
8.7,5,48,7,75,7615,Improving
8.3,4,14,6,79,3980,Stable
4.8,6,47,6,91,7532,Declining
8.0,7,27,8,73,3578,Stable
7.7,10,57,7,85,9458,Improving
8.4,10,42,4,70,7756,Improving
6.5,7,42,5,81,6552,Stable
6.6,3,36,4,77,5109,Declining
8.2,8,34,3,71,5101,Improving
6.0,6,10,7,78,2926,Declining
7.1,6,25,3,75,5573,Improving
4.7,3,61,4,77,7875,Declining
6.9,5,29,7,82,3867,Declining
7.5,2,72,5,67,7721,Stable
7.6,3,57,2,71,4104,Improving
6.8,5,52,3,73,9778,Improving
6.7,4,17,6,86,6159,Declining
4.6,6,72,3,70,9405,Stable
6.7,6,50,4,71,7899,Improving
6.8,9,14,5,80,4589,Stable
7.0,6,38,5,82,5529,Stable
6.3,4,79,6,78,9049,Stable
8.2,6,36,8,77,5909,Stable
7.8,2,60,2,69,6578,Improving
7.1,4,41,1,66,6119,Improving
6.6,1,50,6,78,6484,Declining
7.8,7,52,4,79,8682,Improving
5.6,8,57,6,77,7053,Stable
8.0,3,56,5,78,6069,Stable
6.7,6,44,7,80,5828,Stable
6.9,4,73,8,78,7214,Stable
6.2,4,16,5,89,5338,Declining
5.9,6,59,4,82,8897,Stable
6.0,7,74,8,78,9342,Stable
5.0,7,46,10,88,6025,Declining
6.1,9,64,8,86,9047,Stable
5.3,6,47,2,76,9275,Stable
6.1,3,34,7,78,4296,Declining
6.0,4,30,10,81,4679,Declining
7.2,7,13,3,80,5100,Improving
6.2,8,31,6,87,6264,Stable
6.7,9,63,5,78,8665,Improving
5.0,5,74,4,77,9198,Stable
6.5,6,32,9,89,5538,Declining
6.8,9,48,8,78,6099,Stable
4.7,7,58,8,91,8238,Declining
6.9,4,49,3,72,6989,Stable
6.5,6,55,10,86,5888,Declining
4.5,8,43,5,85,7080,Declining
7.2,4,49,9,80,5063,Declining
8.3,6,49,10,79,7888,Stable
6.1,5,16,7,85,5108,Declining
5.9,7,67,5,75,8227,Improving
7.8,9,20,6,79,4724,Improving
4.5,8,22,8,86,5245,Declining
6.0,7,85,7,86,10603,Stable
5.1,9,25,6,85,6018,Declining
7.5,4,79,3,68,10234,Improving
6.5,6,39,8,86,5242,Declining
4.7,5,44,7,84,7043,Declining
5.4,8,53,7,79,7109,Stable
6.0,3,47,4,79,6977,Declining
9.0,10,24,6,78,8147,Improving
7.3,6,40,4,78,8152,Improving
9.0,4,76,5,72,9850,Improving
6.8,8,70,5,80,7857,Improving
7.1,4,32,6,83,3996,Declining
6.4,10,43,5,77,6452,Improving
7.3,8,22,7,86,5052,Stable
6.7,9,51,2,73,8697,Improving
7.2,4,66,7,78,8869,Stable
6.9,8,51,7,81,7692,Stable
7.9,4,86,7,77,9947,Improving
6.2,5,34,9,85,4815,Declining
6.6,9,62,4,74,11194,Improving
8.7,5,52,7,74,5360,Improving
6.4,5,80,6,77,8613,Stable
8.0,5,74,5,76,9518,Improving
6.0,5,12,6,84,5611,Declining
6.6,6,10,5,82,1934,Declining
6.8,8,24,8,77,6249,Stable
4.5,3,60,6,81,6684,Declining
6.6,4,64,1,66,6665,Improving
8.4,7,63,8,80,10232,Improving
7.0,8,29,7,85,6176,Stable
6.0,9,57,5,71,8679,Improving
5.7,7,10,6,80,4313,Declining
7.2,5,10,6,81,3739,Declining
7.0,7,10,4,87,3867,Stable
8.1,10,97,4,70,12101,Improving
6.3,10,101,3,70,12090,Improving
7.3,3,33,7,75,3967,Declining
4.5,4,64,3,73,8221,Declining
7.0,6,71,6,77,7795,Improving
7.5,5,15,7,82,3843,Declining
6.1,6,42,7,88,7468,Declining
6.8,6,41,1,63,7420,Improving
6.3,6,27,7,82,5411,Declining
4.9,5,70,3,79,9427,Stable
5.3,4,31,2,73,5193,Declining
5.8,7,31,3,72,5089,Stable
5.7,6,38,9,97,8027,Declining
5.5,8,49,10,87,7538,Declining
7.6,2,47,3,78,7385,Stable
5.5,10,70,4,80,9034,Improving
5.1,4,68,5,85,8101,Declining
4.5,6,60,6,87,7093,Declining
6.5,8,71,6,79,9900,Improving
6.7,6,22,8,83,4391,Declining
6.1,9,31,9,93,5997,Declining
7.2,6,65,5,80,8531,Improving
6.5,5,66,8,86,7634,Declining
6.8,7,54,10,89,7213,Declining
7.5,4,10,9,84,3816,Declining
8.9,4,77,4,64,9549,Improving
6.9,6,43,9,87,5185,Declining
9.0,4,26,9,84,5021,Declining
6.6,7,68,8,73,8333,Stable
8.1,6,25,5,78,3614,Improving
7.0,5,38,3,66,6169,Stable
5.0,5,36,3,72,4930,Declining
6.6,10,79,3,80,10740,Improving
7.0,5,54,4,71,8681,Improving
5.7,6,48,8,92,7808,Declining
9.0,4,25,2,73,5567,Improving
6.2,8,26,6,87,5585,Stable
7.4,6,95,3,72,11716,Improving
8.3,5,55,10,84,6769,Stable
6.5,5,29,1,71,6281,Improving
5.9,10,48,6,85,7604,Improving
4.8,6,57,7,82,8336,Declining
6.6,6,40,5,80,7785,Stable
8.1,7,62,7,73,8751,Improving
5.3,4,33,5,81,4910,Declining
6.4,4,52,7,77,8353,Declining
4.6,7,28,4,79,5617,Declining
5.0,8,37,7,88,4952,Declining
4.5,8,35,5,77,7095,Declining
6.3,4,37,2,77,7550,Stable
8.8,3,28,7,86,5882,Stable
6.6,7,41,8,80,6169,Stable
4.6,7,27,4,86,5303,Declining
5.5,2,32,6,76,5276,Declining
7.1,6,22,8,83,3693,Declining
7.1,6,51,1,71,7339,Improving
6.0,8,28,3,77,5939,Improving
6.7,5,41,8,86,6268,Declining
7.1,8,55,4,72,8465,Improving
6.4,5,28,7,85,5154,Declining
4.5,8,41,10,91,6339,Declining
7.8,6,33,1,68,6801,Improving
9.0,6,49,6,74,7524,Improving
7.2,9,69,7,79,8968,Improving
4.9,2,26,3,84,4482,Declining
6.8,8,27,9,85,5907,Declining
7.1,7,27,7,81,5507,Stable
7.2,6,60,3,74,9032,Improving
6.7,5,56,3,71,7367,Improving
4.5,5,34,6,90,5617,Declining
5.0,4,50,5,77,6545,Declining
6.7,5,53,5,73,6667,Stable
8.2,5,57,3,81,8171,Improving
5.3,4,61,8,84,6045,Declining
8.1,6,24,6,82,3475,Stable
5.9,6,49,7,85,6823,Declining
9.0,7,46,8,86,6299,Improving
4.5,10,68,7,80,10320,Stable
6.6,4,53,8,77,7431,Declining
7.0,5,46,6,72,5784,Stable
6.9,7,12,9,96,3077,Declining
5.2,3,55,2,74,5869,Stable
6.5,5,35,4,75,5650,Stable
7.8,3,24,7,84,5001,Declining
6.2,3,76,4,75,10258,Stable
6.8,6,10,5,81,4052,Declining
6.5,6,35,3,70,6144,Stable
5.7,4,67,7,90,9323,Declining
6.6,8,34,6,75,6652,Stable
7.5,6,32,8,86,5459,Stable
9.0,5,51,6,86,7248,Improving
7.1,8,75,7,78,9638,Improving
6.0,5,13,6,81,4174,Declining
6.2,8,58,4,73,9847,Improving
7.4,8,54,2,72,7395,Improving
6.9,9,48,8,86,7625,Stable
6.5,4,32,4,75,7432,Stable
8.2,7,30,8,76,7045,Stable
5.4,7,16,6,89,4626,Declining
8.0,4,58,10,81,7039,Declining
8.6,5,69,7,76,8396,Improving
5.2,5,50,6,82,8304,Declining
6.3,5,73,7,84,9398,Stable
7.2,6,24,6,73,5463,Stable
7.7,7,72,7,78,9967,Improving
4.6,7,43,5,87,8061,Declining
6.5,7,32,5,78,6166,Stable
8.2,1,43,6,76,5284,Declining
5.7,9,61,7,81,8336,Stable
6.6,5,35,4,79,7031,Stable
5.1,6,55,3,73,8693,Stable
7.2,6,39,1,83,6515,Improving
5.6,5,53,1,70,8300,Improving
6.3,6,70,5,79,9324,Improving
6.0,5,22,7,80,4470,Declining
5.4,6,48,8,82,7065,Declining
6.7,7,21,5,79,3985,Stable
6.3,6,17,3,81,5033,Stable
6.6,9,34,3,74,5565,Improving
6.0,5,76,2,70,10101,Improving
4.7,5,30,4,77,5310,Declining
6.8,8,18,4,73,4963,Stable
7.5,3,27,6,80,5049,Declining
9.0,6,10,3,65,5003,Improving
7.7,5,58,7,80,8502,Stable
5.7,2,75,7,87,7172,Declining
7.5,4,65,3,70,8794,Improving
7.9,5,52,3,68,7613,Improving
7.1,1,76,4,74,9897,Stable
5.7,4,60,8,83,7193,Declining
4.5,7,37,10,95,5255,Declining
7.8,7,11,6,79,4835,Stable
5.7,5,54,5,90,7751,Stable
4.8,7,17,9,80,11680,Declining
7.3,10,74,7,80,11119,Improving
6.9,6,36,5,76,4846,Stable
6.6,8,18,3,77,5107,Improving
6.5,6,62,7,82,8492,Stable
8.7,7,28,5,76,5961,Improving
7.5,8,25,3,72,6777,Improving
6.1,6,47,5,76,6424,Stable
7.0,4,39,8,86,5077,Declining
6.3,3,32,5,82,5183,Declining
5.8,7,49,2,75,7308,Improving
6.2,5,29,6,77,5619,Declining
6.3,7,51,7,77,7884,Stable
6.8,3,51,7,86,6819,Declining
6.2,6,22,5,79,4917,Declining
4.5,5,42,4,87,7065,Declining
4.8,6,19,5,81,6912,Declining
5.5,7,69,5,80,7964,Stable
5.3,8,17,5,84,5931,Declining
6.5,6,33,6,79,6976,Stable
6.6,8,21,1,74,6157,Improving
8.3,5,37,4,63,6760,Improving
6.1,2,32,5,86,5946,Declining
7.6,6,22,3,65,4663,Improving
7.2,7,51,3,77,7940,Improving
4.5,6,27,8,82,6825,Declining
6.4,6,56,7,86,7296,Stable
9.0,1,40,4,76,5634,Stable
7.2,3,10,9,89,2173,Declining
7.5,4,70,8,81,6201,Stable
4.6,6,43,3,82,6108,Stable
6.7,7,51,3,78,7029,Improving
7.0,3,79,7,77,10103,Stable
5.2,3,51,8,87,5084,Declining
6.9,8,40,7,79,6118,Stable
6.7,4,22,5,84,4221,Declining
7.8,7,41,10,86,5798,Stable
4.5,8,21,4,80,6483,Declining
6.4,5,13,9,90,3411,Declining
7.3,4,78,2,75,10904,Improving
8.5,9,62,5,78,9497,Improving
4.6,5,59,8,84,6693,Declining
6.2,6,50,6,73,7632,Stable
7.6,4,43,4,76,5967,Stable
4.7,6,30,7,95,4965,Declining
6.9,4,52,10,85,7123,Declining
5.8,6,20,5,77,5707,Declining
6.5,6,45,6,80,6420,Stable
6.4,7,19,7,84,3884,Declining
5.0,3,46,7,90,5199,Declining
5.8,7,50,8,85,6294,Declining
4.8,6,42,5,82,6411,Declining
6.5,4,67,9,82,8121,Declining
6.7,3,77,8,76,7274,Declining
8.5,7,70,5,74,8294,Improving
4.7,3,45,3,66,6473,Declining
6.8,6,52,6,75,6959,Stable
8.2,10,44,8,72,7097,Improving
5.7,4,31,7,86,5642,Declining
5.1,5,69,7,82,6683,Declining
6.2,9,10,8,90,4553,Declining
7.1,4,97,6,78,10240,Improving
7.0,5,23,3,79,4912,Stable
5.8,7,83,8,79,9332,Stable
5.9,9,60,6,75,9610,Improving
7.6,4,73,7,70,7166,Stable
5.9,6,46,7,81,5845,Declining
